codigo;ex;tabela;descricao;aliqNac;aliqImp;0.0.2
81125900;;0;--Outros;31.45;33.15;
81129200;;0;"--Em formas brutas; desperdícios e resíduos; pós";31.45;33.15;
81129900;;0;--Outros;31.45;33.15;
81130010;;0;Chapas, folhas, tiras, fios, hastes, pastilhas e plaquetas;31.45;35.22;
81130090;;0;Outros;31.45;35.22;
82011000;;0;-Pás;30.75;39.91;
82013000;;0;-Alviões, picaretas, enxadas, sachos, ancinhos e raspadeiras;30.75;39.91;
82014000;;0;-Machados, podões e ferramentas semelhantes com gume;30.75;39.91;
82015000;;0;-Tesouras de podar (incluindo as tesouras para aves) manipuladas com uma das mãos;30.75;39.91;
82016000;;0;-Tesouras para sebes, tesouras de podar e ferramentas semelhantes, manipuladas com as duas mãos;30.75;39.91;
82019000;;0;-Outras ferramentas manuais para agricultura, horticultura e silvicultura;30.75;39.91;
82021000;;0;-Serras manuais;35.60;44.76;
82022000;;0;-Folhas de serras de fita;35.60;44.76;
82023100;;0;--Com parte operante de aço;35.60;44.76;
82023900;;0;--Outras, incluindo as partes;35.60;44.76;
82024000;;0;-Correntes cortantes de serras;35.60;44.76;
82029100;;0;--Folhas de serras retilíneas, para trabalhar metais;35.60;44.76;
82029910;;0;Retas, não denteadas, para serrar pedras;35.60;44.76;
82029990;;0;Outras;35.60;44.76;
82031010;;0;Limas e grosas;35.60;44.76;
82031090;;0;Outras;35.60;44.76;
82032010;;0;Alicates (mesmo cortantes);35.60;44.76;
82032090;;0;Outras;35.60;44.76;
82033000;;0;-Cisalhas para metais e ferramentas semelhantes;35.60;44.76;
82034000;;0;-Corta-tubos, corta-pinos, saca-bocados e ferramentas semelhantes;35.60;44.76;
82041100;;0;--De abertura fixa;35.60;44.76;
82041200;;0;--De abertura variável;35.60;44.76;
82042000;;0;-Chaves de caixa intercambiáveis, mesmo com cabos;35.60;44.76;
82051000;;0;-Ferramentas de furar ou de roscar;35.60;44.76;
82052000;;0;-Martelos e marretas;35.60;44.76;
82053000;;0;-Plainas, formões, goivas e ferramentas cortantes semelhantes, para trabalhar madeira;35.60;44.76;
82054000;;0;-Chaves de fenda;35.60;44.76;
82055100;;0;--De uso doméstico;35.60;44.76;
82055900;;0;--Outras;35.60;44.76;
82056000;;0;-Lâmpadas ou lamparinas, de soldar (maçaricos) e semelhantes;35.60;44.76;
82057000;;0;-Tornos de apertar, sargentos e semelhantes;35.60;44.76;
82059000;;0;-Outros, incluindo os sortidos constituídos por artefatos incluídos em pelo menos duas das subposições da presente posição;35.60;44.76;
82060000;;0;Ferramentas de pelo menos duas das posições 82.02 a 82.05, acondicionadas em sortidos para venda a retalho.;35.60;44.76;
82071300;;0;--Com parte operante de ceramais (cermets);35.60;44.76;
82071900;;0;--Outras, incluindo as partes;35.60;44.76;
82072000;;0;-Fieiras de estiramento ou de extrusão, para metais;35.60;44.76;
82073000;;0;-Ferramentas de embutir, de estampar ou de puncionar;31.45;38.94;
82074010;;0;De roscar interiormente;35.60;44.76;
82074020;;0;De roscar exteriormente;35.60;44.76;
82075011;;0;Helicoidais, com diâmetro inferior ou igual a 52 mm;35.60;44.76;
82075019;;0;Outras;35.60;44.76;
82075090;;0;Outras;35.60;44.76;
82076000;;0;-Ferramentas de mandrilar ou de brochar;35.60;44.76;
82077010;;0;De topo;35.60;44.76;
82077020;;0;Para cortar engrenagens;35.60;44.76;
82077090;;0;Outros;35.60;44.76;
82078000;;0;-Ferramentas de tornear;35.60;44.76;
82079000;;0;-Outras ferramentas intercambiáveis;35.60;44.76;
82081000;;0;-Para trabalhar metais;35.60;43.94;
82082000;;0;-Para trabalhar madeira;35.60;43.94;
82083000;;0;-Para aparelhos de cozinha ou para máquinas das indústrias alimentares;35.60;43.94;
82084000;;0;-Para máquinas de agricultura, horticultura ou silvicultura;35.60;43.94;
82084000;01;0;Ex 01 - Navalhas triangulares (faquinhas serrilhadas) de uso em colheitadeiras agrícolas;33.60;41.94;
82089000;;0;-Outras;35.60;43.94;
82090011;;0;Intercambiáveis;35.60;43.94;
82090019;;0;Outras;35.60;43.94;
82090090;;0;Outros;35.60;43.94;
82100010;;0;Moinhos;36.55;45.71;
82100090;;0;Outros;36.55;45.71;
82111000;;0;-Sortidos;36.76;45.92;
82119100;;0;--Facas de mesa, de lâmina fixa;36.76;45.92;
82119210;;0;Para cozinha e açougue;36.76;45.92;
82119220;;0;Para caça;37.46;46.62;
82119290;;0;Outras;37.46;46.62;
82119310;;0;Podadeiras e suas partes;37.46;46.62;
82119320;;0;Canivetes com uma ou várias lâminas ou outras peças;37.46;46.62;
82119390;;0;Outras;37.46;46.62;
82119400;;0;--Lâminas;36.55;45.71;
82119500;;0;--Cabos de metais comuns;36.55;45.71;
82121010;;0;Navalhas;37.46;46.62;
82121020;;0;Aparelhos;38.77;47.93;
82122010;;0;Lâminas;37.46;46.62;
82122020;;0;Esboços em tiras;37.46;46.62;
82129000;;0;-Outras partes;37.46;46.62;
82130000;;0;Tesouras e suas lâminas.;37.46;46.62;
82141000;;0;-Espátulas, abre-cartas, raspadeiras, apontadores de lápis e suas lâminas;36.55;45.71;
82142000;;0;-Utensílios e sortidos de utensílios de manicuros ou de pedicuros (incluindo as limas para unhas);36.55;45.71;
82149010;;0;Máquinas de tosquiar e suas partes;36.55;45.71;
82149090;;0;Outros;36.55;45.71;
82151000;;0;-Sortidos que contenham pelo menos um objeto prateado, dourado ou platinado;35.85;45.01;
82152000;;0;-Outros sortidos;35.85;45.01;
82159100;;0;--Prateados, dourados ou platinados;35.85;45.01;
82159910;;0;De aço inoxidável;35.85;45.01;
82159990;;0;Outros;35.85;45.01;
83011000;;0;-Cadeados;36.55;44.89;
83012000;;0;-Fechaduras dos tipos utilizados em veículos automóveis;36.55;44.89;
83013000;;0;-Fechaduras dos tipos utilizados em móveis;36.55;44.89;
83014000;;0;"-Outras fechaduras; ferrolhos";34.12;42.46;
83015000;;0;-Fechos e armações com fecho, com fechadura;36.55;44.89;
83016000;;0;-Partes;34.12;42.46;
83017000;;0;-Chaves apresentadas isoladamente;31.45;39.79;
83021000;;0;-Dobradiças de qualquer tipo (incluindo os gonzos e as charneiras);34.12;42.46;
83022000;;0;-Rodízios;36.55;44.89;
83023000;;0;-Outras guarnições, ferragens e artigos semelhantes, para veículos automóveis;36.55;44.89;
83024100;;0;--Para construções;36.55;44.89;
83024200;;0;--Outros, para móveis;36.55;44.89;
83024900;;0;--Outros;36.55;44.89;
83025000;;0;-Pateras, porta-chapéus, cabides e artigos semelhantes;36.55;44.89;
83026000;;0;-Fechos automáticos para portas;36.55;44.89;
83030000;;0;Cofres-fortes, portas blindadas e compartimentos para casas-fortes, cofres e caixas de segurança e artefatos semelhantes, de metais comuns.;38.77;47.11;
83040000;;0;Classificadores, fichários, caixas de classificação, porta-cópias, porta-canetas, porta-carimbos e artefatos semelhantes, de escritório, de metais comuns, excluindo os móveis de escritório da posição 94.03.;36.55;44.89;
83051000;;0;-Ferragens para encadernação de folhas móveis ou para classificadores;36.55;44.89;
83052000;;0;-Grampos apresentados em barretas;36.55;44.89;
83059000;;0;-Outros, incluindo as partes;36.55;44.89;
83061000;;0;-Sinos, campainhas, gongos e artefatos semelhantes;37.46;45.80;
83061000;01;0;Ex 01 - Sinos e carrilhões;31.45;39.79;
83062100;;0;--Prateados, dourados ou platinados;38.77;47.11;
83062900;;0;--Outros;38.77;47.11;
83063000;;0;"-Molduras para fotografias, gravuras ou semelhantes; espelhos";37.46;45.80;
83071010;;0;Dos tipos utilizados na explotação submarina de petróleo ou gás, constituídos por camadas flexíveis de aço e camadas de plástico, de diâmetro interior superior a 254 mm;34.12;35.82;
83071090;;0;Outros;34.12;42.46;
83079000;;0;-De outros metais comuns;34.12;42.46;
83081000;;0;-Grampos, colchetes e ilhoses;30.75;39.09;
83082000;;0;-Rebites tubulares ou de haste fendida;35.85;44.19;
83089010;;0;Fivelas;30.75;39.09;
83089020;;0;Contas e lantejoulas;36.76;45.10;
83089090;;0;Outros;35.85;44.19;
83089090;01;0;Ex 01 - Partes;30.75;39.09;
83091000;;0;-Cápsulas de coroa;31.45;39.79;
83099000;;0;-Outros;31.45;39.79;
83100000;;0;Placas indicadoras, placas sinalizadoras, placas-endereços e placas semelhantes, números, letras e sinais diversos, de metais comuns, exceto os da posição 94.05.;31.45;39.79;
83100000;01;0;Ex 01 - Triângulo de segurança;38.77;47.11;
83111000;;0;-Eletrodos revestidos exteriormente para soldar a arco, de metais comuns;36.55;44.89;
83112000;;0;-Fios revestidos interiormente para soldar a arco, de metais comuns;36.55;44.89;
83113000;;0;-Varetas revestidas exteriormente e fios revestidos interiormente, para soldar à chama, de metais comuns;36.55;44.89;
83119000;;0;-Outros;36.55;44.89;
84011000;;0;-Reatores nucleares;30.12;37.61;
84012000;;0;-Máquinas e aparelhos para a separação de isótopos, e suas partes;30.12;37.61;
84013000;;0;-Elementos combustíveis (cartuchos) não irradiados;27.45;34.94;
84014000;;0;-Partes de reatores nucleares;30.12;37.61;
84021100;;0;--Caldeiras aquatubulares com produção de vapor superior a 45 t por hora;27.45;34.94;
84021200;;0;--Caldeiras aquatubulares com produção de vapor não superior a 45 t por hora;27.45;34.94;
84021900;;0;--Outras caldeiras para produção de vapor, incluindo as caldeiras mistas;27.45;34.94;
84022000;;0;-Caldeiras denominadas “de água superaquecida”;27.45;34.94;
84029000;;0;-Partes;27.45;34.94;
84031010;;0;Com capacidade inferior ou igual a 200.000 kcal/hora;27.45;36.61;
84031090;;0;Outras;27.45;34.94;
84039000;;0;-Partes;30.12;37.61;
84041010;;0;Da posição 84.02;27.45;34.94;
84041020;;0;Da posição 84.03;27.45;34.94;
84042000;;0;-Condensadores para máquinas a vapor;27.45;34.94;
84049010;;0;De aparelhos auxiliares para caldeiras da posição 84.02;30.12;37.61;
84049090;;0;Outras;30.12;37.61;
84051000;;0;"-Geradores de gás de ar (gás pobre) ou de gás de água, com ou sem depuradores; geradores de acetileno e geradores semelhantes de gás, operados a água, com ou sem depuradores";27.45;34.94;
84059000;;0;-Partes;30.12;37.61;
84061000;;0;-Turbinas para propulsão de embarcações;30.12;37.61;
84068100;;0;--De potência superior a 40 MW;27.45;34.94;
84068200;;0;--De potência não superior a 40 MW;27.45;34.94;
84069011;;0;De turbinas a reação, de múltiplos estágios;30.12;30.72;
84069019;;0;Outras;30.12;37.61;
84069021;;0;Fixas (de estator);30.12;30.72;
84069029;;0;Outras;30.12;37.61;
84069090;;0;Outras;27.45;34.94;
84071000;;0;-Motores para aviação;30.12;30.72;
84072110;;0;Monocilíndricos;30.12;37.61;
84072190;;0;Outros;30.12;37.61;
84072910;;0;Monocilíndricos;30.12;37.61;
84072990;;0;Outros;30.12;37.61;
84073110;;0;Monocilíndricos;30.12;39.28;
84073190;;0;Outros;30.12;39.28;
84073200;;0;--De cilindrada superior a 50 cm3, mas não superior a 250 cm3;30.12;39.28;
84073310;;0;Monocilíndricos;30.12;39.28;
84073390;;0;Outros;30.12;39.28;
84073410;;0;Monocilíndricos;30.12;39.28;
84073490;;0;Outros;30.12;39.28;
84079000;;0;-Outros motores;27.45;34.94;
84081010;;0;Do tipo fora-de-borda;30.12;37.61;
84081090;;0;Outros;30.12;37.61;
84082010;;0;De cilindrada inferior ou igual a 1.500 cm3;30.12;39.28;
84082020;;0;De cilindrada superior a 1.500 cm3, mas inferior ou igual a 2.500 cm3;30.12;39.28;
84082020;01;0;Ex 01 - De ônibus ou caminhões, de potência igual ou superior a 125HP;29.61;38.77;
84082020;02;0;Ex 02 - De tratores agrícolas, com até 2.600 rpm em potência máxima;29.61;38.77;
84082030;;0;De cilindrada superior a 2.500 cm3, mas inferior ou igual a 3.500 cm3;30.12;39.28;
84082030;01;0;Ex 01 - De ônibus ou caminhões, de potência igual ou superior a 125HP;29.61;38.77;
84082030;02;0;Ex 02 - De tratores agrícolas, com até 2.600 rpm em potência máxima;29.61;38.77;
84082090;;0;Outros;30.12;39.28;
84082090;01;0;Ex 01 - De ônibus ou caminhões, de potência igual ou superior a 125HP;29.61;38.77;
84082090;02;0;Ex 02 - De tratores agrícolas, com até 2.600 rpm em potência máxima;29.61;38.77;
84089010;;0;Estacionários, de potência normal ISO superior a 412,5 kW (550 HP), segundo Norma ISO 3046/1;27.45;28.05;
84089090;;0;Outros;27.45;34.94;
84091000;;0;-De motores para aviação;30.12;30.72;
84099111;;0;Bielas;30.12;38.46;
84099112;;0;Blocos de cilindros, cabeçotes e cárteres;30.12;38.46;
84099113;;0;Carburadores, com bomba e dispositivo de compensação de nível de combustível incorporados, ambos a membrana, de diâmetro de venturi inferior ou igual a 22,8 mm e peso inferior ou igual a 280 g;30.12;31.82;
84099114;;0;Válvulas de admissão ou de escape;30.12;38.46;
84099115;;0;Coletores de admissão ou de escape;30.12;38.46;
84099116;;0;Anéis de segmento;30.12;38.46;
84099117;;0;Guias de válvulas;30.12;38.46;
84099118;;0;Outros carburadores;30.12;38.46;
84099120;;0;Pistões ou êmbolos;30.12;38.46;
84099130;;0;Camisas de cilindro;30.12;38.46;
84099140;;0;Injeção eletrônica;34.77;43.11;
84099190;;0;Outras;30.12;38.46;
84099912;;0;Blocos de cilindros e cárteres;30.12;38.46;
84099912;01;0;Ex 01 - De motores de ônibus ou caminhões, de potência igual ou superior a 125HP;29.61;37.95;
84099914;;0;Válvulas de admissão ou de escape;30.12;38.46;
84099915;;0;Coletores de admissão ou de escape;30.12;38.46;
84099917;;0;Guias de válvulas;30.12;38.46;
84099921;;0;Com diâmetro superior ou igual a 200 mm;30.12;31.82;
84099929;;0;Outros;30.12;38.46;
84099930;;0;Camisas de cilindro;30.12;38.46;
84099941;;0;Com peso superior ou igual a 30 kg;30.12;31.82;
84099941;01;0;Ex 01 - De motores de ônibus ou caminhões, de potência igual ou superior a 125HP;29.61;31.31;
84099949;;0;Outras;30.12;38.46;
84099949;01;0;Ex 01 - De motores de ônibus ou caminhões, de potência igual ou superior a 125HP;29.61;37.95;
84099951;;0;Com diâmetro superior ou igual a 200 mm;30.12;31.82;
84099951;01;0;Ex 01 - De motores de ônibus ou caminhões, de potência igual ou superior a 125HP;29.61;31.31;
84099959;;0;Outros;30.12;38.46;
84099959;01;0;Ex 01 - De motores de ônibus ou caminhões, de potência igual ou superior a 125HP;29.61;37.95;
84099961;;0;Com diâmetro superior ou igual a 20 mm;30.12;31.82;
84099969;;0;Outros;30.12;38.46;
84099971;;0;Com diâmetro superior ou igual a 200 mm;30.12;31.82;
84099979;;0;Outros;30.12;38.46;
84099991;;0;Camisas de cilindro soldadas a cabeçotes, com diâmetro superior ou igual a 200 mm;30.12;31.82;
84099999;;0;Outras;30.12;38.46;
84099999;01;0;Ex 01 - Carcaças de motores de ônibus ou caminhões, de potência igual ou superior a 125HP;29.61;37.95;
84101100;;0;--De potência não superior a 1.000 kW;27.45;34.94;
84101200;;0;--De potência superior a 1.000 kW, mas não superior a 10.000 kW;27.45;34.94;
84101300;;0;--De potência superior a 10.000 kW;27.45;34.94;
84109000;;0;-Partes, incluindo os reguladores;27.45;34.94;
84111100;;0;--De empuxo não superior a 25 kN;30.12;30.72;
84111200;;0;--De empuxo superior a 25 kN;30.12;30.72;
84112100;;0;--De potência não superior a 1.100 kW;30.12;30.72;
84112200;;0;--De potência superior a 1.100 kW;30.12;30.72;
84118100;;0;--De potência não superior a 5.000 kW;27.45;28.05;
84118200;;0;--De potência superior a 5.000 kW;30.12;30.72;
84119100;;0;--De turborreatores ou de turbopropulsores;30.12;30.72;
84119900;;0;--Outras;30.12;30.72;
84121000;;0;-Propulsores a reação, excluindo os turborreatores;27.45;28.05;
84122110;;0;Cilindros hidráulicos;27.45;34.94;
84122190;;0;Outros;27.45;34.94;
84122900;;0;--Outros;27.45;34.94;
84123110;;0;Cilindros pneumáticos;27.45;34.94;
84123190;;0;Outros;27.45;34.94;
84123900;;0;--Outros;27.45;34.94;
84128000;;0;-Outros;27.45;34.94;
84129010;;0;De propulsores a reação;30.12;37.61;
84129020;;0;De máquinas a vapor de movimento retilíneo (cilindros);30.12;37.61;
84129080;;0;Outras, de máquinas das subposições 8412.21 ou 8412.31;30.12;37.61;
84129090;;0;Outras;30.12;37.61;
84131100;;0;--Bombas para distribuição de combustíveis ou lubrificantes, dos tipos utilizados em postos de serviço ou garagens;30.12;37.61;
84131900;;0;--Outras;30.12;37.61;
84132000;;0;-Bombas manuais, exceto das subposições 8413.11 ou 8413.19;30.12;39.28;
84133010;;0;Para gasolina ou álcool;30.12;39.28;
84133020;;0;Injetoras de combustível para motor de ignição por compressão;30.12;39.28;
84133020;01;0;Ex 01 - Em linha , com elementos de injeção de diâmetro igual ou superior a 9,5 mm, para motores de potência igual ou superior a 125HP, próprios para ônibus ou caminhões;29.61;38.77;
84133030;;0;Para óleo lubrificante;30.12;39.28;
84133090;;0;Outras;30.12;39.28;
84134000;;0;-Bombas para concreto;27.45;34.94;
84135010;;0;De potência superior a 3,73 kW (5 HP) e inferior ou igual a 447,42 kW (600 HP), excluídas as para oxigênio líquido;27.45;34.94;
84135090;;0;Outras;27.45;34.94;
84136011;;0;De engrenagem;27.45;34.94;
84136019;;0;Outras;27.45;34.94;
84136090;;0;Outras;27.45;34.94;
84137010;;0;Eletrobombas submersíveis;30.12;37.61;
84137080;;0;Outras, de vazão inferior ou igual a 300 l/min;30.12;37.61;
84137090;;0;Outras;30.12;37.61;
84138100;;0;--Bombas;27.45;34.94;
84138200;;0;--Elevadores de líquidos;27.45;34.94;
84139110;;0;Hastes de bombeamento, dos tipos utilizados para extração de petróleo;30.12;37.61;
84139190;;0;Outras;30.12;37.61;
84139190;01;0;Ex 01 - De bombas injetoras em linha, com elementos de injeção de diâmetro igual ou superior a 9,5 mm, para motores de ignição por compressão de potência igual ou superior a 125HP, próprios para ônibus ou caminhões;29.61;37.10;
84139200;;0;--De elevadores de líquidos;30.12;37.61;
84141000;;0;-Bombas de vácuo;27.45;34.94;
84142000;;0;-Bombas de ar, de mão ou de pé;20.87;30.03;
84143011;;0;Com capacidade inferior a 4.700 frigorias/hora;30.12;39.28;
84143019;;0;Outros;27.45;28.05;
84143091;;0;Com capacidade inferior ou igual a 16.000 frigorias/hora;30.12;39.28;
84143099;;0;Outros;27.45;34.94;
84144010;;0;De deslocamento alternativo;27.45;34.94;
84144020;;0;De parafuso;27.45;34.94;
84144090;;0;Outros;27.45;34.94;
84145110;;0;De mesa;34.77;44.72;
84145120;;0;De teto;34.77;44.72;
84145190;;0;Outros;34.77;44.72;
84145910;;0;Microventiladores com área de carcaça inferior a 90 cm2;30.12;30.72;
84145990;;0;Outros;27.45;34.94;
84146000;;0;-Coifas com dimensão horizontal máxima não superior a 120 cm;32.55;42.50;
84146000;01;0;Ex 01 - Do tipo doméstico;34.77;44.72;
84148011;;0;Estacionários, de pistão;27.45;34.94;
84148012;;0;De parafuso;27.45;34.94;
84148013;;0;De lóbulos paralelos (tipo Roots);27.45;34.94;
84148019;;0;Outros;27.45;34.94;
84148021;;0;Turboalimentadores de ar, de peso inferior ou igual a 50 kg para motores das posições 84.07 ou 84.08, acionado pelos gases de escapamento dos mesmos;30.12;37.61;
84148022;;0;Turboalimentadores de ar, de peso superior a 50 kg para motores das posições 84.07 ou 84.08, acionados pelos gases de escapamento dos mesmos;30.12;37.61;
84148029;;0;Outros;27.45;34.94;
84148031;;0;De pistão;27.45;34.94;
84148032;;0;De parafuso;27.45;34.94;
84148033;;0;Centrífugos, de vazão máxima inferior a 22.000 m3/h;27.45;34.94;
84148038;;0;Outros compressores centrífugos;27.45;28.05;
84148039;;0;Outros;27.45;34.94;
84148090;;0;Outros;27.45;34.94;
84149010;;0;De bombas;30.12;37.61;
84149020;;0;De ventiladores ou coifas aspirantes;30.12;37.61;
84149031;;0;Pistões ou êmbolos;30.12;37.61;
84149032;;0;Anéis de segmento;30.12;37.61;
84149033;;0;Blocos de cilindros, cabeçotes e cárteres;30.12;37.61;
84149034;;0;Válvulas;30.12;37.61;
84149039;;0;Outras;27.45;34.94;
84151011;;0;Do tipo split-system (sistema com elementos separados);36.80;45.96;
84151011;01;0;Ex 01 - Com capacidade inferior a 7.500 frigorias/hora;42.00;51.16;
84151019;;0;Outros;36.80;46.75;
84151090;;0;Outros;36.80;44.29;
84152010;;0;Com capacidade inferior ou igual a 30.000 frigorias/hora;36.80;45.96;
84152090;;0;Outros;36.80;44.29;
84158110;;0;Com capacidade inferior ou igual a 30.000 frigorias/hora;36.80;45.96;
84158190;;0;Outros;36.80;44.29;
84158210;;0;Com capacidade inferior ou igual a 30.000 frigorias/hora;36.80;45.96;
84158290;;0;Outros;36.80;44.29;
84158300;;0;--Sem dispositivo de refrigeração;36.80;44.29;
84159010;;0;Unidades evaporadoras (internas) de aparelho de ar-condicionado do tipo split-system (sistema com elementos separados), com capacidade inferior ou igual a 30.000 frigorias/hora;36.80;45.96;
84159010;01;0;Ex 01 - Com capacidade inferior a 7.500 frigorias/hora;42.00;51.16;
84159020;;0;Unidades condensadoras (externas) de aparelho de ar-condicionado do tipo split-system (sistema com elementos separados), com capacidade inferior ou igual a 30.000 frigorias/hora;36.80;45.96;
84159020;01;0;Ex 01 - Com capacidade inferior a 7.500 frigorias/hora;42.00;51.16;
84159090;;0;Outras;36.80;44.29;
84161000;;0;-Queimadores de combustíveis líquidos;27.45;34.94;
84162010;;0;De gases;27.45;34.94;
84162090;;0;Outros;27.45;34.94;
84163000;;0;-Fornalhas automáticas, incluindo as antefornalhas, grelhas mecânicas, descarregadores mecânicos de cinzas e dispositivos semelhantes;27.45;34.94;
84169000;;0;-Partes;30.12;37.61;
84171010;;0;Fornos industriais para fusão de metais;26.75;34.24;
84171020;;0;Fornos industriais para tratamento térmico de metais;26.75;34.24;
84171090;;0;Outros;26.75;34.24;
84172000;;0;-Fornos de padaria, pastelaria ou para a indústria de bolachas e biscoitos;26.75;34.24;
84178010;;0;Fornos industriais para cerâmica;26.75;34.24;
84178020;;0;Fornos industriais para fusão de vidro;26.75;27.35;
84178090;;0;Outros;26.75;34.24;
84179000;;0;-Partes;26.75;34.24;
84181000;;0;-Combinações de refrigeradores e congeladores (freezers), munidos de portas exteriores separadas;33.58;42.91;
84181000;01;0;Ex 01 - Próprios para conservação de sangue humano, funcionando com temperatura estável entre 2°C e 6°C;26.75;36.70;
84182100;;0;--De compressão;34.01;43.88;
84182900;;0;--Outros;32.06;39.44;
84183000;;0;-Congeladores (freezers) horizontais tipo arca, de capacidade não superior a 800 l;33.03;41.65;
84183000;01;0;Ex 01 - De capacidade não superior a 400 litros;34.07;44.02;
84184000;;0;-Congeladores (freezers) verticais tipo armário, de capacidade não superior a 900 l;33.12;41.86;
84184000;01;0;Ex 01 - De capacidade não superior a 400 litros;34.07;44.02;
84185010;;0;Congeladores (freezers);33.63;40.70;
84185090;;0;Outros;33.63;40.70;
84185090;01;0;Ex 01 - Refrigeradores próprios para conservação de sangue humano, funcionando com temperatura estável entre 2°C e 6°C;26.75;34.24;
84186100;;0;--Bombas de calor, exceto as máquinas e aparelhos de ar-condicionado da posição 84.15;26.75;34.24;
84186910;;0;Máquinas não domésticas para preparação de sorvetes;26.75;34.24;
84186920;;0;Resfriadores de leite;26.75;34.24;
84186931;;0;De água ou sucos;34.07;43.23;
84186931;01;0;Ex 01 - Bebedouros refrigerados;32.43;42.56;
84186932;;0;De bebidas carbonatadas;34.07;43.23;
84186940;;0;Grupos frigoríficos de compressão para refrigeração ou para ar-condicionado, com capacidade inferior ou igual a 30.000 frigorias/hora;26.75;35.91;
84186940;01;0;Ex 01 - Para ar-condicionado;36.11;45.27;
84186991;;0;Resfriadores de água, de absorção por brometo de lítio;29.84;30.44;
84186999;;0;Outros;31.76;37.08;
84186999;01;0;Ex 01 - Máquinas para produção de gelo em embarcações pesqueiras;26.75;32.07;
84186999;02;0;Ex 02 - Grupos de compressão, exceto para ar condicionado, ou de absorção;28.58;33.90;
84186999;03;0;Ex 03 - Máquinas para produção de gelo em cubos ou escamas;28.58;33.90;
84186999;04;0;Ex 04 - Instalações frigoríficas industriais, formadas por elementos não reunidos em corpo único nem montados sobre base comum, com câmara frigorífica de capacidade superior a 30m³;26.75;32.07;
84189100;;0;--Móveis concebidos para receber um equipamento para a produção de frio;34.07;42.41;
84189900;;0;--Outras;33.12;39.71;
84189900;01;0;Ex 01 - Condensador frigorífico e evaporador frigorífico;29.08;35.67;
84191100;;0;--De aquecimento instantâneo, a gás;29.42;39.37;
84191100;01;0;Ex 01 - Para uso doméstico;31.85;41.80;
84191910;;0;Aquecedores solares de água;26.75;36.70;
84191990;;0;Outros;29.42;39.37;
84192000;;0;-Esterilizadores médico-cirúrgicos ou de laboratório;29.42;36.91;
84193100;;0;--Para produtos agrícolas;26.75;34.24;
84193200;;0;--Para madeiras, pastas de papel, papéis ou cartões;26.75;34.24;
84193900;;0;--Outros;26.75;34.24;
84194010;;0;De destilação de água;26.75;34.24;
84194020;;0;De destilação ou retificação de álcoois e outros fluídos voláteis ou de hidrocarbonetos;26.75;34.24;
84194090;;0;Outros;26.75;34.24;
84195010;;0;De placas;26.75;34.24;
84195021;;0;Metálicos;26.75;34.24;
84195022;;0;De grafita;26.75;34.24;
84195029;;0;Outros;26.75;34.24;
84195090;;0;Outros;26.75;34.24;
84196000;;0;-Aparelhos e dispositivos para liquefação do ar ou de outros gases;26.75;34.24;
84198110;;0;Autoclaves;26.75;34.24;
84198190;;0;Outros;26.75;34.24;
84198911;;0;De alimentos, mediante Ultra Alta Temperatura (UHT - Ultra High Temperature) por injeção direta de vapor, com capacidade superior ou igual a 6.500 l/h;26.75;27.35;
84198919;;0;Outros;26.75;34.24;
84198919;01;0;Ex 01 - Dos tipos utilizados em bares, restaurantes, cantinas e semelhantes;30.91;38.40;
84198920;;0;Estufas;26.75;34.24;
84198930;;0;Torrefadores;26.75;34.24;
84198940;;0;Evaporadores;26.75;34.24;
84198991;;0;Recipiente refrigerador, com dispositivo de circulação de fluido refrigerante;30.91;38.40;
84198999;;0;Outros;29.42;36.91;
84198999;01;0;Ex 01 - Torres de resfriamento de água;26.75;34.24;
84199010;;0;De aquecedores de água das subposições 8419.11 ou 8419.19;29.42;37.76;
84199020;;0;De colunas de destilação ou de retificação;29.42;36.91;
84199031;;0;Placa corrugada, de aço inoxidável ou de alumínio, com superfície de troca térmica de área superior a 0,4 m2;29.42;30.02;
84199039;;0;Outras;26.75;34.24;
84199040;;0;De aparelhos ou dispositivos das subposições 8419.81 ou 8419.89;29.42;36.91;
84199090;;0;Outras;29.42;36.91;
84201010;;0;Para papel ou cartão;26.75;34.24;
84201090;;0;Outros;26.75;34.24;
84209100;;0;--Cilindros;29.42;36.91;
84209900;;0;--Outras;29.42;36.91;
84211110;;0;Com capacidade de processamento de leite superior ou igual a 30.000 l/h;26.75;27.35;
84211190;;0;Outras;26.75;34.24;
84211210;;0;Com capacidade, expressa em peso de roupa seca, inferior ou igual a 6 kg;37.26;48.37;
84211290;;0;Outros;37.26;45.60;
84211910;;0;Centrifugadores para laboratórios de análises, ensaios ou pesquisas científicas;26.75;34.24;
84211990;;0;Outros;26.75;33.82;
84211990;01;0;Ex 01 - Centrifugadores para uso doméstico;36.96;44.03;
84212100;;0;--Para filtrar ou depurar água;26.75;34.24;
84212200;;0;--Para filtrar ou depurar bebidas, exceto água;26.75;34.24;
84212300;;0;--Para filtrar óleos minerais nos motores de ignição por centelha ou por compressão;30.91;39.25;
84212300;01;0;Ex 01 - Filtro de óleo lubrificante, não descartável, equipado com elemento filtrante de papel (substituível), para uso em motores de ignição por compressão, de potência igual ou superior a 125HP, próprios para ônibus ou caminhões;28.91;37.25;
